Loan number,int_rate,loan_amnt,term (months),installment,dti,delinq_2yrs,annual_inc,grade,emp_title,emp_length,home_ownership,verification_status,issue_d
1696,0.1099,20000,60,435,23.37,0,120000,B,,10+ years,MORTGAGE,Verified,08/01/2011
1697,0.0751,19750,36,614,20.59,1,38000,A,,3 years,RENT,Source Verified,10/01/2011
1698,0.1036,5000,36,162,22.22,0,98000,B,,10+ years,MORTGAGE,Source Verified,12/01/2010
1699,0.0662,3525,36,108,12.92,0,26000,A,,2 years,RENT,Not Verified,11/01/2011
1700,0.1398,5000,36,171,13,0,30000,C,,6 years,RENT,Source Verified,06/01/2010
1701,0.1629,12000,36,424,14,0,36000,D,,9 years,RENT,Verified,12/01/2011
1702,0.1399,35000,36,"1,196",19.09,0,72400,C,,4 years,MORTGAGE,Verified,08/01/2011
1703,0.1099,24250,36,794,23.03,0,87000,B,,3 years,RENT,Verified,05/01/2010
1704,0.1112,20000,36,656,14.66,0,125000,B,,2 years,MORTGAGE,Source Verified,09/01/2010
1705,0.1496,12000,36,416,10.1,0,38004,D,,3 years,RENT,Not Verified,10/01/2009
1706,0.0691,3250,60,64,21.77,0,35000,A,,4 years,MORTGAGE,Not Verified,10/01/2010
1707,0.0932,10000,36,319,7.43,0,41004,A,,8 years,MORTGAGE,Verified,06/01/2009
1708,0.1059,15000,60,323,5.51,0,100000,B,,10+ years,MORTGAGE,Verified,09/01/2011
1709,0.0859,4800,36,152,8.07,0,57996,A,,1 year,MORTGAGE,Not Verified,08/01/2009
1710,0.079,4000,36,125,9.91,0,39000,A,,9 years,MORTGAGE,Not Verified,10/01/2011
1711,0.1349,30000,60,690,20.03,0,46000,C,,6 years,RENT,Verified,09/01/2011
1712,0.1249,7000,36,234,5.01,0,23000,D,,< 1 year,RENT,Not Verified,09/01/2007
1713,0.1446,11200,36,385,18.61,0,57000,D,,5 years,MORTGAGE,Verified,01/01/2011
1714,0.1299,25000,60,569,21.87,0,75600,C,,5 years,MORTGAGE,Verified,07/01/2011
1715,0.1112,7200,60,157,13.61,0,30144,B,,3 years,RENT,Verified,07/01/2010
1716,0.1,1500,36,48,11.07,0,35000,B,,1 year,RENT,Not Verified,01/01/2011
1717,0.1171,17500,60,387,19.56,0,60996,B,,10+ years,OWN,Not Verified,10/01/2011
1718,0.0774,8000,36,250,12.52,0,30000,A,,< 1 year,RENT,Not Verified,11/01/2009
1719,0.0749,2800,36,87,15.1,0,85000,A,,< 1 year,MORTGAGE,Source Verified,06/01/2011
1720,0.1114,25000,36,820,5.95,0,100000,B,,1 year,OTHER,Verified,10/01/2008
1721,0.1727,10000,36,358,17.15,0,68000,D,,8 years,RENT,Not Verified,12/01/2011
1722,0.1969,9800,60,258,14.89,1,64083,E,,2 years,MORTGAGE,Source Verified,06/01/2011
1723,0.1065,29000,60,625,3.9,0,180000,B,,10+ years,MORTGAGE,Verified,12/01/2011
1724,0.1461,5400,36,186,4.8,0,20000,D,,10+ years,RENT,Not Verified,01/01/2010
1725,0.1253,7750,36,259,11.01,0,45000,C,,< 1 year,MORTGAGE,Verified,05/01/2009
1726,0.1361,1500,36,51,1.66,0,74600,C,,2 years,RENT,Verified,07/01/2010
1727,0.1136,8000,36,263,23.1,0,54036,B,,3 years,MORTGAGE,Verified,05/01/2010
1728,0.089,35000,36,"1,111",5.75,0,151000,A,,8 years,MORTGAGE,Source Verified,09/01/2011
1729,0.1149,12925,60,284,11.25,0,75000,B,,10+ years,MORTGAGE,Source Verified,06/01/2011
1730,0.0999,16000,60,340,5.47,0,36000,B,,3 years,MORTGAGE,Source Verified,11/01/2010
1731,0.0925,4800,36,153,15.99,0,45243.12,B,,3 years,RENT,Not Verified,12/01/2010
1732,0.1074,7500,60,162,15.4,0,67000,B,,6 years,MORTGAGE,Source Verified,03/01/2011
1733,0.1111,9000,36,295,21.05,0,55000,B,,5 years,RENT,Verified,04/01/2011
1734,0.1287,2500,36,84,13.86,2,34368,C,,< 1 year,RENT,Not Verified,12/01/2009
1735,0.1596,35000,60,850,13.05,0,120000,C,,7 years,RENT,Source Verified,09/01/2011
1736,0.1562,8000,36,280,11.53,0,59126,D,,1 year,RENT,Not Verified,08/01/2011
1737,0.1074,18550,60,401,16.78,0,117000,B,,6 years,MORTGAGE,Verified,03/01/2011
1738,0.0542,10000,36,302,18.52,0,76000,A,,6 years,MORTGAGE,Not Verified,11/01/2010
1739,0.1527,6000,36,209,19.36,1,60000,C,,2 years,RENT,Not Verified,11/01/2011
1740,0.1111,16000,36,525,14.83,0,100000,B,,10+ years,RENT,Source Verified,03/01/2011
1741,0.1171,35000,60,773,14.12,0,100000,B,,2 years,MORTGAGE,Verified,10/01/2011
1742,0.0729,12000,36,372,17.05,0,68400,A,,10+ years,RENT,Source Verified,03/01/2011
1743,0.1095,10000,36,327,13.2,0,72000,B,,3 years,MORTGAGE,Source Verified,06/01/2009
1744,0.08,7000,36,219,3.78,0,130000,A,,9 years,MORTGAGE,Not Verified,02/01/2009
1745,0.1398,3000,36,103,12.94,0,50000,C,,6 years,RENT,Not Verified,07/01/2010
1746,0.1,20675,36,667,14.58,0,85500,B,,10+ years,MORTGAGE,Verified,04/01/2011
1747,0.1075,4000,60,86,2.23,0,125000,B,,10+ years,OWN,Not Verified,08/01/2010
1748,0.1595,11675,60,284,13.93,0,74004,D,,< 1 year,MORTGAGE,Not Verified,07/01/2010
1749,0.1422,3000,36,103,10.05,0,40000,C,,1 year,RENT,Not Verified,02/01/2010
1750,0.1036,9000,60,193,16.14,1,43200,B,,< 1 year,RENT,Source Verified,10/01/2010
1751,0.1171,3600,36,119,13.95,0,20988,B,,2 years,OWN,Verified,10/01/2011
1752,0.0991,12000,60,254,16.53,0,106320,B,,5 years,MORTGAGE,Not Verified,11/01/2011
1753,0.1417,24000,60,561,22.42,0,53000,C,,8 years,MORTGAGE,Verified,05/01/2011
1754,0.1065,7250,36,236,14.08,0,62467,B,,1 year,RENT,Source Verified,10/01/2011
1755,0.1075,5100,36,166,22.88,0,60000,B,,10+ years,MORTGAGE,Not Verified,09/01/2010
1756,0.1562,8000,36,280,15.95,0,50400,D,,4 years,RENT,Source Verified,07/01/2011
1757,0.1527,2125,36,74,14.95,0,35000,C,,6 years,RENT,Source Verified,11/01/2011
1758,0.1149,24000,60,528,11.56,0,80000,B,,7 years,MORTGAGE,Verified,08/01/2010
1759,0.1242,7500,36,251,9.66,0,40000,B,,1 year,MORTGAGE,Verified,11/01/2011
1760,0.0579,6000,36,182,24.54,0,45378,A,,10+ years,MORTGAGE,Verified,02/01/2011
1761,0.1472,10000,36,345,17.04,0,80000,C,,3 years,MORTGAGE,Not Verified,09/01/2010
1762,0.1269,22800,36,765,4.6,0,43000,B,,2 years,OWN,Verified,09/01/2011
1763,0.0766,5900,36,184,17.34,0,84000,A,,9 years,MORTGAGE,Not Verified,04/01/2011
1764,0.1171,20000,36,662,21.05,0,65000,B,,10+ years,RENT,Verified,11/01/2011
1765,0.1112,16000,60,349,10.88,0,45000,B,,< 1 year,MORTGAGE,Verified,09/01/2010
1766,0.0749,9200,36,286,8.49,0,40000,A,,3 years,RENT,Source Verified,07/01/2011
1767,0.1065,14725,36,480,19.03,0,48000,B,,< 1 year,RENT,Source Verified,10/01/2011
1768,0.1528,9000,36,313,22.73,0,65000,D,,< 1 year,RENT,Source Verified,03/01/2011
1769,0.1645,25000,60,614,9.48,0,49600,E,,10+ years,RENT,Source Verified,09/01/2010
1770,0.1689,2000,36,71,11.91,1,40800,D,,10+ years,RENT,Not Verified,07/01/2011
1771,0.0751,6000,36,187,23.86,0,50000,A,,2 years,MORTGAGE,Verified,12/01/2011
1772,0.0542,10000,36,302,18.5,0,33600,A,,10+ years,MORTGAGE,Verified,04/01/2011
1773,0.06,6000,36,183,14.38,0,26400,C,,6 years,RENT,Not Verified,03/01/2010
1774,0.1062,20000,36,651,15.98,0,130000,B,,10+ years,MORTGAGE,Verified,02/01/2010
1775,0.2122,10575,60,287,14.5,0,110000,G,,< 1 year,MORTGAGE,Source Verified,02/01/2011
1776,0.0788,20000,36,626,6.94,0,96000,A,,3 years,MORTGAGE,Source Verified,10/01/2010
1777,0.0714,11200,36,347,9.81,0,46873.12,A,,9 years,MORTGAGE,Not Verified,03/01/2010
1778,0.1417,2000,60,47,17.07,1,45000,C,,10+ years,MORTGAGE,Not Verified,03/01/2011
1779,0.0617,7000,36,213,14.35,0,72000,A,,10+ years,MORTGAGE,Not Verified,11/01/2010
1780,0.1111,18225,60,397,20.5,0,36000,B,,10+ years,MORTGAGE,Not Verified,03/01/2011
1781,0.1323,3000,36,101,19.35,0,23500,C,,4 years,RENT,Not Verified,09/01/2010
1782,0.1565,2200,36,77,2.4,0,50004,D,,5 years,RENT,Not Verified,02/01/2011
1783,0.1183,24000,36,795,19.82,0,63324,B,,8 years,MORTGAGE,Not Verified,10/01/2009
1784,0.08,6000,36,188,5.38,0,27000,A,,1 year,OWN,Not Verified,04/01/2008
1785,0.1075,7500,36,245,13.35,0,30028.8,B,,5 years,RENT,Not Verified,08/01/2010
1786,0.0691,7000,36,216,8.98,0,85000,A,,4 years,MORTGAGE,Source Verified,01/01/2011
1787,0.1523,3075,36,107,23.06,0,32678.4,C,,10+ years,MORTGAGE,Verified,08/01/2011
1788,0.0963,10200,36,327,15.46,0,50000,A,,< 1 year,OWN,Not Verified,12/01/2008
1789,0.0603,2100,36,64,3.32,0,64000,A,,10+ years,MORTGAGE,Source Verified,10/01/2011
1790,0.0788,3300,36,103,19,0,67000,A,,10+ years,MORTGAGE,Source Verified,06/01/2010
1791,0.0788,6500,36,203,9.68,1,32000,A,,< 1 year,RENT,Source Verified,04/01/2010
1792,0.0774,5000,36,156,5.12,0,56004,A,,5 years,MORTGAGE,Not Verified,08/01/2009
1793,0.1253,9325,36,312,18.58,0,85000,C,,8 years,MORTGAGE,Not Verified,03/01/2009
1794,0.0751,10000,36,311,18.24,0,35004,A,,< 1 year,OWN,Not Verified,05/01/2010
1795,0.1435,5000,36,172,18.35,2,51996,C,,1 year,RENT,Verified,06/01/2010
1796,0.1599,8000,60,195,18.66,0,59500,D,,10+ years,RENT,Source Verified,05/01/2011
1797,0.2062,10200,60,274,5.29,1,215000,F,,3 years,MORTGAGE,Source Verified,08/01/2011
1798,0.1134,7500,36,247,10.66,2,35000,C,,4 years,OWN,Not Verified,07/01/2008
1799,0.1527,4800,36,167,9.3,0,75000,C,,10+ years,MORTGAGE,Not Verified,12/01/2011
